,host_id,host_response_rate,host_listings_count,neighbourhood_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,number_of_reviews,number_of_reviews_ltm,calculated_host_listings_count,reviews_per_month,dist_from_center,property_type_clean,parking,price_log,price_RobustScaler,parking_num
2076,5330829,100.0,3.0,Kensington and Chelsea,W10 6ET,51.51981,-0.21597,House,Entire home/apt,10,2.5,5.0,6.0,450.0,500.0,200.0,1,0.0,9,3,2,0.19,6.858327970625247,House,1.0,6.1092475827643655,3.904255319148936,1.0
2079,5358806,100.0,1.0,Southwark,SE22 9JW,51.453109999999995,-0.07653,House,Entire home/apt,7,2.0,4.0,6.0,160.0,500.0,65.0,6,50.0,14,4,1,0.39,6.931823244282575,House,0.0,5.075173815233827,0.8191489361702128,0.0
2082,5367296,100.0,1.0,Wandsworth,SW11 5PS,51.46464,-0.15267999999999998,House,Entire home/apt,8,2.0,3.0,5.0,190.0,190.0,160.0,1,0.0,19,8,1,0.32,5.566433069108102,House,1.0,5.247024072160486,1.1382978723404256,1.0
2085,5374933,100.0,1.0,Hackney,N16 0QL,51.56565,-0.08501,House,Entire home/apt,5,1.0,3.0,4.0,95.0,199.0,60.0,1,0.0,38,6,1,0.52,6.607392571298041,House,0.0,4.553876891600541,0.1276595744680851,0.0
2089,381894,92.0,47.0,Waltham Forest,E17 6AG,51.59621,-0.038310000000000004,House,Entire home/apt,9,2.0,4.0,6.0,140.0,0.0,65.0,6,10.0,14,3,38,0.19,11.065949294033683,House,0.0,4.941642422609304,0.6063829787234043,0.0
2093,5406592,100.0,1.0,Lambeth,SW2 2TB,51.45375,-0.11277000000000001,House,Entire home/apt,6,2.0,3.0,3.0,180.0,200.0,50.0,1,0.0,0,0,1,,6.246653008019453,House,0.0,5.19295685089021,1.0319148936170213,0.0
2095,5203346,90.0,1.0,Hammersmith and Fulham,NW10 6AT,51.529509999999995,-0.23315,House,Entire home/apt,4,2.0,2.0,2.0,125.0,250.0,60.0,2,30.0,12,7,1,0.16,8.250001172567691,House,0.0,4.8283137373023015,0.44680851063829785,0.0
2133,5567294,100.0,4.0,Southwark,SE16 7RH,51.494240000000005,-0.04095,House,Entire home/apt,6,1.5,2.0,5.0,109.0,120.0,30.0,4,10.0,103,14,4,1.46,5.611595332910189,House,1.0,4.6913478822291435,0.2765957446808511,1.0
2160,354253,,1.0,Merton,SW19 5NZ,51.43776,-0.22215,House,Entire home/apt,5,1.0,3.0,3.0,66.0,300.0,30.0,1,0.0,1,0,1,0.07,10.774031610727803,House,0.0,4.189654742026425,-0.18085106382978725,0.0
2181,5852153,100.0,2.0,Camden,NW1,51.54011,-0.15337,House,Entire home/apt,6,1.0,1.0,1.0,400.0,500.0,150.0,2,25.0,79,19,2,1.71,4.1527498174228,House,1.0,5.991464547107982,3.372340425531915,1.0
2240,6127393,,1.0,Westminster,W2 5AE,51.51614,-0.19484,House,Entire home/apt,4,1.0,2.0,3.0,150.0,1500.0,40.0,4,0.0,3,0,1,0.04,5.353291506504538,House,1.0,5.0106352940962555,0.7127659574468085,1.0
2250,6160625,,1.0,Wandsworth,SW18 4PN,51.449290000000005,-0.1958,House,Entire home/apt,8,2.0,3.0,3.0,150.0,400.0,0.0,6,10.0,1,0,1,0.05,8.615963654860936,House,1.0,5.0106352940962555,0.7127659574468085,1.0
2280,6258865,100.0,1.0,Hammersmith and Fulham,W6 7HG,51.50201,-0.22599,House,Entire home/apt,9,3.0,5.0,5.0,209.0,500.0,0.0,4,19.0,31,0,1,0.43,7.513961199449422,House,1.0,5.342334251964811,1.3404255319148937,1.0
2291,6384333,40.0,1.0,Hammersmith and Fulham,W12 9RT,51.50628,-0.24608000000000002,House,Entire home/apt,6,2.0,2.0,0.0,220.0,250.0,75.0,4,50.0,58,0,1,0.78,8.861217463945529,House,0.0,5.393627546352362,1.4574468085106382,0.0
2308,2695062,60.0,1.0,Islington,N5 2XB,51.55592,-0.09378,House,Entire home/apt,8,3.0,0.0,4.0,300.0,1000.0,50.0,5,60.0,13,0,1,0.18,5.386746467401852,House,0.0,5.703782474656201,2.3085106382978724,0.0
2309,4775512,100.0,1.0,Haringey,N6 5BY,51.57673,-0.13873,House,Entire home/apt,6,2.0,3.0,4.0,139.0,0.0,0.0,1,0.0,1,0,1,0.04,7.5660386161186715,House,1.0,4.9344739331306915,0.5957446808510638,1.0
2311,3355428,100.0,1.0,Lambeth,SW16 5NY,51.42114,-0.1343,House,Entire home/apt,6,1.5,3.0,0.0,120.0,0.0,30.0,1,0.0,47,5,1,0.64,9.923218796273899,House,1.0,4.787491742782046,0.39361702127659576,1.0
2329,6537603,100.0,1.0,Haringey,N8 9NH,51.57929,-0.11145999999999999,House,Entire home/apt,8,2.5,4.0,4.0,132.0,200.0,40.0,1,0.0,14,2,1,0.19,7.728463581557034,House,0.0,4.882801922586371,0.5212765957446809,0.0
2340,5352830,100.0,7.0,Camden,WC1N 1JA,51.52391,-0.12258,House,Entire home/apt,6,2.0,3.0,4.0,510.0,1000.0,100.0,1,0.0,60,9,7,0.82,1.591309352457808,House,1.0,6.234410725718371,4.542553191489362,1.0
2363,6652703,100.0,1.0,Southwark,SE21 7HR,51.429959999999994,-0.07749,House,Entire home/apt,2,1.0,1.0,1.0,70.0,100.0,25.0,1,0.0,3,0,1,0.04,9.313646810420243,House,1.0,4.248495242049359,-0.13829787234042554,1.0
2374,6674184,,1.0,Barnet,N2 9QB,51.5883,-0.16228,House,Entire home/apt,8,2.5,5.0,7.0,100.0,0.0,40.0,7,10.0,7,2,1,0.15,9.23548731985994,House,1.0,4.605170185988092,0.18085106382978725,1.0
2395,88607,80.0,3.0,Kensington and Chelsea,W10 5QY,51.52216,-0.20768000000000003,House,Entire home/apt,4,1.0,3.0,3.0,235.0,300.0,70.0,2,0.0,24,1,3,0.33,6.344121300064863,House,1.0,5.459585514144159,1.6170212765957446,1.0
2421,5914998,100.0,2.0,Barnet,NW4 4LR,51.59233,-0.23223000000000002,House,Entire home/apt,10,2.0,5.0,5.0,299.0,500.0,155.0,4,35.0,1,0,1,0.02,12.090504595480736,House,1.0,5.700443573390687,2.297872340425532,1.0
2430,3360710,,1.0,Kingston upon Thames,KT5 8SG,51.38974,-0.29399000000000003,House,Entire home/apt,4,1.0,2.0,2.0,100.0,350.0,0.0,1,0.0,15,1,1,0.21,18.07157125440007,House,1.0,4.605170185988092,0.18085106382978725,1.0
2449,6938364,100.0,14.0,Islington,N1 2FN,51.54485,-0.0949,House,Entire home/apt,16,4.5,6.0,10.0,450.0,2000.0,250.0,8,25.0,33,8,2,0.56,4.205373261039323,House,1.0,6.1092475827643655,3.904255319148936,1.0
2451,6943131,100.0,3.0,Greenwich,SE7 8TN,51.48426,0.037739999999999996,House,Entire home/apt,8,2.5,4.0,5.0,200.0,1000.0,0.0,1,0.0,1,1,1,0.09,11.149852600177644,House,1.0,5.298317366548036,1.2446808510638299,1.0
2457,6957955,100.0,1.0,Richmond upon Thames,TW1 1PF,51.46246,-0.32454,House,Entire home/apt,5,2.0,4.0,4.0,95.0,0.0,70.0,4,10.0,6,1,1,0.1,15.226104079359585,House,1.0,4.553876891600541,0.1276595744680851,1.0
2472,2132349,100.0,2.0,Southwark,SE15 6BN,51.47721,-0.07096000000000001,House,Entire home/apt,10,2.0,5.0,6.0,160.0,200.0,60.0,6,15.0,13,3,1,0.28,4.878695878080866,House,1.0,5.075173815233827,0.8191489361702128,1.0
2477,939689,100.0,1.0,Wandsworth,SW18 6NW,51.44036,-0.20421,House,Entire home/apt,8,2.5,4.0,5.0,180.0,0.0,0.0,1,0.0,1,1,1,0.36,9.756306169043219,House,0.0,5.19295685089021,1.0319148936170213,0.0
2482,5176688,,1.0,Hackney,E8 3NH,51.54492,-0.06952,House,Entire home/apt,6,1.5,3.0,4.0,199.0,500.0,50.0,1,0.0,1,0,1,0.01,5.143084491751124,House,0.0,5.293304824724492,1.2340425531914894,0.0
2534,7247970,100.0,1.0,Sutton,SM5 4LA,51.35368,-0.17553,House,Entire home/apt,6,1.5,4.0,4.0,220.0,0.0,0.0,1,0.0,14,3,1,0.25,17.806415009546505,House,0.0,5.393627546352362,1.4574468085106382,0.0
2542,7271357,100.0,2.0,Hammersmith and Fulham,W12 8AH,51.50591,-0.22066999999999998,House,Entire home/apt,7,2.0,4.0,4.0,280.0,800.0,80.0,1,0.0,73,17,2,1.04,7.108410295004005,House,1.0,5.634789603169249,2.095744680851064,1.0
2563,2379677,97.0,11.0,Waltham Forest,E10 5NA,51.56179,-0.010920000000000001,House,Entire home/apt,3,1.0,2.0,2.0,65.0,0.0,0.0,1,0.0,62,25,11,0.89,9.39007152445146,House,1.0,4.174387269895637,-0.19148936170212766,1.0
2583,1935985,100.0,2.0,Hackney,E8 1AG,51.54801,-0.06362999999999999,House,Entire home/apt,6,2.5,4.0,4.0,175.0,250.0,40.0,4,35.0,34,8,1,0.47,5.66958242866064,House,0.0,5.1647859739235145,0.9787234042553191,0.0
2603,7448079,100.0,4.0,Lewisham,SE12 8LR,51.45425,0.00514,House,Entire home/apt,7,2.0,4.0,5.0,200.0,350.0,80.0,6,10.0,7,0,2,0.15,10.532089595446363,House,1.0,5.298317366548036,1.2446808510638299,1.0
2615,7491574,89.0,1.0,Haringey,N6 4AX,51.57544,-0.14862,House,Entire home/apt,5,2.5,3.0,3.0,195.0,150.0,50.0,1,0.0,17,6,1,0.47,7.586323046350576,House,0.0,5.272999558563747,1.1914893617021276,0.0
2634,7595481,,1.0,Ealing,W7 2PN,51.50642,-0.33907,House,Entire home/apt,5,2.0,4.0,8.0,150.0,200.0,35.0,6,20.0,8,2,1,0.11,15.288653854498158,House,1.0,5.0106352940962555,0.7127659574468085,1.0
2652,7366484,100.0,5.0,Islington,N19 5QQ,51.55802,-0.13790999999999998,House,Entire home/apt,16,2.5,4.0,4.0,345.0,1000.0,195.0,8,25.0,42,0,3,0.6,5.523799852749787,House,1.0,5.84354441703136,2.7872340425531914,1.0
2662,7245238,100.0,1.0,Southwark,SE22 8DE,51.45838,-0.08488,House,Entire home/apt,4,1.5,2.0,2.0,195.0,300.0,30.0,4,10.0,52,12,1,0.75,6.165648230456203,House,0.0,5.272999558563747,1.1914893617021276,0.0
2663,7689731,,1.0,Hackney,E9 7NG,51.53597,-0.05584,House,Entire home/apt,4,1.0,0.0,3.0,200.0,0.0,0.0,1,0.0,0,0,1,,5.190552382283278,House,0.0,5.298317366548036,1.2446808510638299,0.0
2672,2357859,100.0,1.0,Bromley,BR3 6QZ,51.40136,-0.011590000000000001,House,Entire home/apt,6,1.0,3.0,3.0,110.0,200.0,75.0,1,0.0,34,4,1,0.51,14.134072520733147,House,1.0,4.700480365792417,0.2872340425531915,1.0
2715,7922646,100.0,1.0,Camden,NW5 1BJ,51.55608,-0.14488,House,Entire home/apt,6,2.0,4.0,4.0,180.0,150.0,60.0,1,0.0,5,3,1,0.22,5.459297804834343,House,1.0,5.19295685089021,1.0319148936170213,1.0
2725,7956219,86.0,1.0,Wandsworth,SW11 6QY,51.45718,-0.16404000000000002,House,Entire home/apt,12,3.0,7.0,9.0,442.0,300.0,50.0,5,25.0,54,2,2,0.77,6.662364750780697,House,0.0,6.091309882077698,3.8191489361702127,0.0
2741,7474135,90.0,3.0,Hackney,N16,51.5614,-0.08109,House,Entire home/apt,8,2.0,4.0,0.0,300.0,100.0,60.0,4,10.0,12,0,2,0.2,6.272030593162128,House,1.0,5.703782474656201,2.3085106382978724,1.0
2743,1344831,,1.0,Southwark,SE15 4RE,51.46889,-0.06921000000000001,House,Entire home/apt,4,1.0,1.0,1.0,85.0,70.0,30.0,2,15.0,10,0,1,0.22,5.67212052354578,House,0.0,4.442651256490317,0.02127659574468085,0.0
2757,5567294,100.0,4.0,Southwark,SE16 7RH,51.49268,-0.04262,House,Entire home/apt,6,1.5,2.0,5.0,110.0,150.0,30.0,4,10.0,5,3,4,0.1,5.559087419337535,House,1.0,4.700480365792417,0.2872340425531915,1.0
2795,6308464,79.0,6.0,Tower Hamlets,E2 6DZ,51.52544,-0.06966,House,Entire home/apt,8,2.0,3.0,6.0,180.0,350.0,90.0,6,40.0,86,9,6,1.61,3.7698718878134745,House,1.0,5.19295685089021,1.0319148936170213,1.0
2805,3836752,100.0,1.0,Greenwich,SE3 7BZ,51.47743,0.0246,House,Entire home/apt,2,1.0,1.0,1.0,149.0,0.0,0.0,1,0.0,1,1,1,0.1,10.509765122650622,House,1.0,5.003946305945459,0.7021276595744681,1.0
2816,4053630,,3.0,Southwark,,51.42687,-0.07568,House,Entire home/apt,3,1.0,1.0,3.0,126.0,360.0,0.0,3,18.0,0,0,1,,9.678868180891557,House,1.0,4.836281906951478,0.4574468085106383,1.0
2842,418061,100.0,2.0,Lambeth,SW4 9JL,51.45565,-0.13764,House,Entire home/apt,12,4.5,5.0,7.0,600.0,200.0,100.0,10,50.0,31,3,2,0.45,6.174658442055777,House,0.0,6.396929655216146,5.5,0.0
2849,384089,,1.0,Brent,NW10 5JB,51.53344,-0.22334,House,Entire home/apt,6,2.0,3.0,3.0,120.0,150.0,50.0,1,0.0,0,0,1,,7.734471129140409,House,0.0,4.787491742782046,0.39361702127659576,0.0
2875,8319733,,1.0,Newham,E16 2BE,51.50251,0.02766,House,Entire home/apt,6,4.0,5.0,6.0,249.0,200.0,0.0,1,0.0,10,0,1,0.15,10.114394214834366,House,1.0,5.517452896464707,1.7659574468085106,1.0
2937,8970635,100.0,1.0,Merton,SW19 5AJ,51.42865,-0.21377,House,Entire home/apt,6,3.5,3.0,4.0,250.0,0.0,50.0,4,75.0,2,0,1,0.03,11.194533583308472,House,1.0,5.521460917862246,1.7765957446808511,1.0
2977,1532431,100.0,1.0,Southwark,SE17 2ED,51.48818,-0.08805,House,Entire home/apt,4,1.0,2.0,2.0,125.0,250.0,60.0,2,0.0,23,3,1,0.37,3.182145713485967,House,1.0,4.8283137373023015,0.44680851063829785,1.0
3005,9255720,,1.0,Hounslow,W4 3PH,51.485479999999995,-0.2788,House,Entire home/apt,5,2.5,3.0,3.0,480.0,500.0,25.0,1,0.0,0,0,1,,11.443331560809657,House,1.0,6.173786103901937,4.223404255319149,1.0
3007,9029844,,1.0,Hounslow,W4 3QP,51.4835,-0.27546,House,Entire home/apt,7,2.5,4.0,0.0,245.0,200.0,0.0,1,0.0,22,6,1,0.33,11.274368787862985,House,1.0,5.501258210544727,1.7234042553191489,1.0
3020,500558,100.0,13.0,Merton,SW19 2NB,51.41329,-0.18392,House,Entire home/apt,4,2.0,2.0,2.0,105.0,500.0,50.0,4,20.0,11,0,5,0.17,11.659577049322944,House,0.0,4.653960350157523,0.23404255319148937,0.0
3064,9478140,,1.0,Wandsworth,SW11 6AE,51.45308,-0.15744,House,Entire home/apt,9,3.0,4.0,8.0,350.0,400.0,80.0,5,25.0,47,0,1,0.7,6.872721651380211,House,0.0,5.857933154483459,2.8404255319148937,0.0
3066,6207299,67.0,2.0,Brent,NW6 6EB,51.53403,-0.21435,House,Entire home/apt,4,1.0,2.0,3.0,75.0,0.0,45.0,1,0.0,38,4,1,0.56,7.176941427424118,House,0.0,4.31748811353631,-0.0851063829787234,0.0
3077,8623971,,1.0,Hackney,E5 0RX,51.55729,-0.05094,House,Entire home/apt,6,2.0,4.0,4.0,175.0,100.0,40.0,1,0.0,12,2,1,0.18,7.022944302915692,House,1.0,5.1647859739235145,0.9787234042553191,1.0
3094,1596478,,1.0,Ealing,W4 5NN,51.50385,-0.26583,House,Entire home/apt,6,1.0,2.0,3.0,125.0,250.0,40.0,4,25.0,27,3,1,0.42,10.240371465915983,House,1.0,4.8283137373023015,0.44680851063829785,1.0
3097,9592683,,1.0,Wandsworth,SW11 6JR,51.45422,-0.16021,House,Entire home/apt,9,3.0,5.0,6.0,450.0,100.0,50.0,1,0.0,4,0,1,0.07,6.836088920346141,House,0.0,6.1092475827643655,3.904255319148936,0.0
3098,9609350,100.0,26.0,Westminster,W2 1QB,51.51854,-0.17163,House,Entire home/apt,8,2.0,4.0,4.0,149.0,300.0,50.0,8,20.0,0,0,26,,3.8258868712594927,House,0.0,5.003946305945459,0.7021276595744681,0.0
3107,9633897,,1.0,Wandsworth,SW11,51.46772,-0.15877,House,Entire home/apt,3,1.0,2.0,2.0,110.0,0.0,0.0,1,0.0,0,0,1,,5.464094099850016,House,0.0,4.700480365792417,0.2872340425531915,0.0
3118,1178906,,1.0,Lewisham,SE4,51.4623,-0.038610000000000005,House,Entire home/apt,4,1.0,2.0,2.0,150.0,300.0,25.0,1,0.0,0,0,1,,7.628126770240486,House,1.0,5.0106352940962555,0.7127659574468085,1.0
3143,995624,,7.0,City of London,EC1A 9EJ,51.51982,-0.099,House,Entire home/apt,6,2.5,2.0,3.0,185.0,200.0,55.0,1,0.0,103,0,7,1.49,1.7224909598170517,House,0.0,5.220355825078324,1.0851063829787233,0.0
3150,3623451,100.0,1.0,Haringey,N6,51.5708,-0.1388,House,Entire home/apt,7,3.5,4.0,6.0,160.0,1000.0,50.0,6,30.0,17,6,1,0.26,6.921015156711478,House,1.0,5.075173815233827,0.8191489361702128,1.0
3154,9820705,,1.0,Wandsworth,SW18 3AS,51.44943,-0.18411,House,Entire home/apt,5,2.0,3.0,3.0,195.0,200.0,50.0,1,0.0,7,0,1,0.1,8.122686590936961,House,0.0,5.272999558563747,1.1914893617021276,0.0
3191,9938852,100.0,1.0,Ealing,W5,51.49684,-0.30985999999999997,House,Entire home/apt,7,3.5,4.0,4.0,122.0,0.0,0.0,1,0.0,2,2,1,0.66,13.343690019666676,House,1.0,4.804021044733257,0.4148936170212766,1.0
3235,8940753,100.0,1.0,Richmond upon Thames,SW14 8QQ,51.467729999999996,-0.26691,House,Entire home/apt,4,1.0,2.0,0.0,120.0,150.0,35.0,1,0.0,83,11,1,1.26,11.311858805276085,House,1.0,4.787491742782046,0.39361702127659576,1.0
3258,2210685,100.0,0.0,Tower Hamlets,E2 7BU,51.52923,-0.06809,House,Entire home/apt,2,1.0,1.0,1.0,140.0,200.0,50.0,2,40.0,59,10,1,0.88,4.072490201008942,House,0.0,4.941642422609304,0.6063829787234043,0.0
3260,10187241,91.0,3.0,Lambeth,SE5 9BT,51.46973,-0.09796,House,Entire home/apt,2,2.5,1.0,1.0,69.0,250.0,25.0,3,0.0,4,0,1,0.06,4.672478930796503,House,0.0,4.23410650459726,-0.14893617021276595,0.0
3282,10233530,100.0,1.0,Haringey,N15 5DU,51.58432,-0.08007,House,Entire home/apt,5,2.0,3.0,3.0,175.0,0.0,40.0,1,0.0,3,3,1,0.28,8.681014258114882,House,1.0,5.1647859739235145,0.9787234042553191,1.0
3289,10149602,100.0,3.0,Lambeth,SE27 9PX,51.427,-0.08968,House,Entire home/apt,4,1.0,2.0,3.0,75.0,800.0,60.0,1,0.0,2,2,3,0.22,9.41608618123779,House,1.0,4.31748811353631,-0.0851063829787234,1.0
3334,9858054,0.0,1.0,Camden,NW3 3RS,51.54241,-0.16445,House,Entire home/apt,6,2.0,3.0,6.0,295.0,450.0,75.0,4,10.0,0,0,1,,4.832392415895787,House,1.0,5.68697535633982,2.25531914893617,1.0
3341,10400584,,1.0,Lambeth,SW16 5TA,51.4139,-0.14264000000000002,House,Entire home/apt,7,1.0,3.0,5.0,80.0,200.0,0.0,7,10.0,0,0,1,,10.798705766496404,House,1.0,4.382026634673881,-0.031914893617021274,1.0
3347,10412680,,1.0,Kingston upon Thames,KT2 6EL,51.41407,-0.2979,House,Entire home/apt,4,1.0,2.0,2.0,88.0,200.0,30.0,1,0.0,28,0,1,0.42,16.379779400549165,House,0.0,4.477336814478207,0.05319148936170213,0.0
3360,10464503,100.0,1.0,Tower Hamlets,E3 5EA,51.52997,-0.03388,House,Entire home/apt,2,1.0,1.0,1.0,60.0,200.0,240.0,1,5.0,25,4,1,0.77,6.236882377284954,House,0.0,4.0943445622221,-0.24468085106382978,0.0
3374,8711844,100.0,1.0,Islington,N7 0EW,51.554390000000005,-0.12624000000000002,House,Entire home/apt,6,1.5,4.0,4.0,110.0,450.0,110.0,1,0.0,6,2,1,0.1,4.979802710005809,House,0.0,4.700480365792417,0.2872340425531915,0.0
3378,10302218,100.0,2.0,Haringey,,51.57205,-0.15065,House,Entire home/apt,2,1.0,1.0,1.0,99.0,99.0,50.0,1,0.0,25,3,2,0.76,7.267464137073332,House,1.0,4.59511985013459,0.1702127659574468,1.0
3431,185201,80.0,4.0,Islington,N4 3BD,51.56906,-0.11696,House,Entire home/apt,6,1.0,3.0,3.0,125.0,100.0,0.0,1,0.0,7,0,3,0.1,6.57851637918724,House,0.0,4.8283137373023015,0.44680851063829785,0.0
3446,10853976,100.0,1.0,Southwark,SE17,51.48765,-0.10262,House,Entire home/apt,6,3.0,3.0,5.0,156.0,0.0,115.0,6,0.0,61,1,1,0.95,2.6906920942176056,House,0.0,5.049856007249537,0.776595744680851,0.0
3450,7566198,100.0,2.0,Lewisham,SE14 6RP,51.46982,-0.036410000000000005,House,Entire home/apt,6,2.0,3.0,4.0,115.0,76.0,90.0,1,0.0,18,10,1,0.5,7.193407017635638,House,1.0,4.74493212836325,0.3404255319148936,1.0
3456,10541106,,1.0,Richmond upon Thames,TW1 1PB,51.461000000000006,-0.32632,House,Entire home/apt,4,1.5,2.0,2.0,300.0,1500.0,50.0,1,0.0,0,0,1,,15.398407742064872,House,1.0,5.703782474656201,2.3085106382978724,1.0
3459,10895641,100.0,2.0,Southwark,SE16 7HS,51.49763,-0.05139,House,Entire home/apt,8,3.0,4.0,4.0,310.0,140.0,120.0,8,50.0,25,11,2,0.39,4.810021588260227,House,1.0,5.736572297479192,2.4148936170212765,1.0
3521,11181983,,1.0,Lambeth,SW2,51.43799,-0.11889000000000001,House,Entire home/apt,8,2.0,4.0,5.0,160.0,400.0,75.0,1,0.0,5,0,1,0.08,7.987308516493129,House,0.0,5.075173815233827,0.8191489361702128,0.0
3545,10486604,25.0,1.0,Bromley,SE26 5DS,51.41969,-0.05155,House,Entire home/apt,6,1.0,3.0,4.0,135.0,400.0,60.0,1,0.0,89,0,1,1.38,11.02889548340679,House,1.0,4.90527477843843,0.5531914893617021,1.0
3548,11352238,100.0,1.0,Hackney,E8 3PN,51.541909999999994,-0.05795,House,Entire home/apt,5,1.0,3.0,3.0,130.0,341.0,50.0,4,0.0,12,2,1,0.19,5.474520777610694,House,1.0,4.867534450455582,0.5,1.0
3591,11621014,,1.0,Hammersmith and Fulham,W6 0EY,51.49754,-0.23349,House,Entire home/apt,6,2.0,3.0,3.0,200.0,0.0,30.0,3,0.0,4,0,1,0.13,8.098888309568649,House,0.0,5.298317366548036,1.2446808510638299,0.0
3605,8916523,100.0,1.0,Ealing,W4 5LJ,51.49754,-0.26379,House,Entire home/apt,6,2.5,3.0,5.0,261.0,503.0,55.0,6,15.0,21,3,1,0.35,10.17077097365716,House,1.0,5.564520407322694,1.8936170212765957,1.0
3614,10132206,100.0,1.0,Hackney,E9 6BA,51.55059,-0.04166,House,Entire home/apt,5,1.5,3.0,3.0,85.0,100.0,50.0,1,0.0,5,1,1,0.08,6.95698445068782,House,0.0,4.442651256490317,0.02127659574468085,0.0
3627,1040109,,1.0,Ealing,W4 5AR,51.49718,-0.27147,House,Entire home/apt,8,3.5,4.0,5.0,250.0,500.0,70.0,1,0.0,3,0,1,0.05,10.702644470875317,House,1.0,5.521460917862246,1.7765957446808511,1.0
3641,11893873,,1.0,Camden,NW5 4JN,51.5508,-0.15419000000000002,House,Entire home/apt,6,1.0,4.0,4.0,250.0,0.0,50.0,1,0.0,1,0,1,0.03,5.188450255484959,House,0.0,5.521460917862246,1.7765957446808511,0.0
3653,11960953,100.0,1.0,Hammersmith and Fulham,W12 8NU,51.50398,-0.22988000000000003,House,Entire home/apt,8,2.5,5.0,8.0,250.0,500.0,60.0,1,0.0,13,1,1,0.2,7.759591283527765,House,0.0,5.521460917862246,1.7765957446808511,0.0
3668,12017797,100.0,1.0,Hammersmith and Fulham,SW6 2DT,51.47765,-0.19322,House,Entire home/apt,5,2.5,3.0,3.0,225.0,600.0,60.0,1,0.0,12,0,1,0.2,6.31135557391787,House,0.0,5.41610040220442,1.5106382978723405,0.0
3672,12030136,100.0,4.0,Hounslow,W4 4QH,51.48881,-0.26294,House,Entire home/apt,9,4.0,4.0,6.0,199.0,399.0,99.0,2,20.0,115,19,3,1.82,10.289834572399336,House,1.0,5.293304824724492,1.2340425531914894,1.0
3703,5186392,100.0,2.0,Tower Hamlets,E2 6JE,51.5257,-0.06696,House,Entire home/apt,4,1.0,1.0,0.0,115.0,0.0,40.0,2,15.0,88,4,2,1.39,3.9494498452628166,House,0.0,4.74493212836325,0.3404255319148936,0.0
3719,5128749,75.0,1.0,Lambeth,SW2,51.446509999999996,-0.11773,House,Entire home/apt,7,2.0,4.0,6.0,100.0,0.0,30.0,1,0.0,2,2,1,0.33,7.040376143298677,House,0.0,4.605170185988092,0.18085106382978725,0.0
3725,6823126,25.0,2.0,Islington,N1 8PN,51.5385,-0.09328,House,Entire home/apt,6,1.0,2.0,0.0,175.0,500.0,35.0,4,20.0,49,11,3,0.8,3.615041540212431,House,1.0,5.1647859739235145,0.9787234042553191,1.0
3752,12549016,100.0,1.0,Islington,N5 1XP,51.55004,-0.10991,House,Entire home/apt,8,2.0,4.0,4.0,440.0,900.0,90.0,1,0.0,10,3,1,0.17,4.500140954576454,House,0.0,6.0867747269123065,3.797872340425532,0.0
3763,7716835,,1.0,Merton,SW20,51.40952,-0.22216999999999998,House,Entire home/apt,4,1.0,2.0,2.0,109.0,0.0,30.0,1,0.0,1,0,1,0.02,13.276680903013915,House,0.0,4.6913478822291435,0.2765957446808511,0.0
3783,1964655,100.0,1.0,Brent,NW6 6AH,51.53796,-0.19662000000000002,House,Entire home/apt,4,1.5,2.0,2.0,120.0,150.0,0.0,1,0.0,36,7,1,0.56,6.263108016192005,House,1.0,4.787491742782046,0.39361702127659576,1.0
3820,12963847,,1.0,Lewisham,SE4 2NX,51.46828,-0.04079,House,Entire home/apt,5,3.0,4.0,5.0,175.0,300.0,70.0,1,0.0,16,0,1,0.27,7.068564319810335,House,1.0,5.1647859739235145,0.9787234042553191,1.0
3828,442147,100.0,1.0,Haringey,N8 0AT,51.583420000000004,-0.1031,House,Entire home/apt,6,2.0,3.0,3.0,130.0,750.0,75.0,4,20.0,9,1,1,0.15,8.239205707272593,House,1.0,4.867534450455582,0.5,1.0
3832,13000427,100.0,1.0,Lambeth,SW2 5AF,51.458890000000004,-0.11745,House,Entire home/apt,6,2.0,3.0,3.0,160.0,200.0,40.0,4,10.0,9,0,1,0.14,5.664776874138439,House,0.0,5.075173815233827,0.8191489361702128,0.0
3841,8763182,100.0,2.0,Hammersmith and Fulham,W12 9ND,51.49864,-0.24470999999999998,House,Entire home/apt,8,3.5,4.0,8.0,340.0,500.0,70.0,8,0.0,53,11,1,0.83,8.846618301723817,House,1.0,5.8289456176102075,2.734042553191489,1.0
3844,13092616,95.0,7.0,Camden,,51.5393,-0.14027,House,Entire home/apt,5,1.0,2.0,2.0,110.0,150.0,50.0,2,20.0,164,7,7,2.66,3.6125453435512176,House,0.0,4.700480365792417,0.2872340425531915,0.0
3845,13094578,100.0,1.0,Wandsworth,,51.46025,-0.15471,House,Entire home/apt,12,4.0,6.0,6.0,600.0,1500.0,200.0,1,0.0,12,1,1,0.2,6.067890934630598,House,1.0,6.396929655216146,5.5,1.0
3847,13092616,95.0,7.0,Camden,,51.53992,-0.13978,House,Entire home/apt,6,1.0,2.0,2.0,120.0,150.0,50.0,2,20.0,69,9,7,1.59,3.661034587911764,House,0.0,4.787491742782046,0.39361702127659576,0.0
